,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
25620,131932,0,1,Javier Cárdenas,Carmen de Mairena,0,Javier Cárdenas,27461,Comedy,False,0,Comedy,es,FBI: Frikis buscan incordiar,"The police are on the trail of the band of Cardenas. He and his cronies engaged annoy geeks city, making all kinds of atrocities. The police will not let them get away with it, but perhaps it's too late ...",0.044048,Manga Films,Spain,2004-06-04,928391.0,85.0,Español,FBI: Frikis buscan incordiar,2.0,1.0
25635,210860,2,1,Johnny Depp,Gwyneth Paltrow,2,David Koepp,27477,Comedy,False,60000000,Comedy,en,Mortdecai,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",10.241861,Lionsgate,United States of America,2015-01-21,30418560.0,106.0,English,Mortdecai,5.4,1078.0
25636,216015,1,2,Dakota Johnson,Jamie Dornan,1,Sam Taylor-Johnson,27478,Drama,False,40000000,Drama,en,Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",33.068431,Focus Features,United States of America,2015-02-11,571006128.0,125.0,English,Fifty Shades of Grey,5.2,3350.0
25750,156277,1,1,Kate Bosworth,Josh Lucas,2,Michael Polish,27641,Drama,False,0,Drama,en,Big Sur,Big Sur is a film adaptation of the Jack Kerouac autobiographical novel of the same name.,2.76283,3311 Productions,United States of America,2013-11-01,33621.0,100.0,English,Big Sur,4.8,6.0
25767,302429,2,1,Alan Cumming,Evan Rachel Wood,2,Gary Rydstrom,27661,Music,False,0,Music,en,Strange Magic,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",10.192407,Lucasfilm,United States of America,2015-01-23,13603453.0,99.0,English,Strange Magic,6.2,105.0
25771,272693,1,2,Mae Whitman,Robbie Amell,0,Ari Sandel,27665,Romance,False,8500000,Romance,en,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",8.592449,Wonderland Sound and Vision,United States of America,2015-02-20,43528634.0,100.0,English,The DUFF,6.8,1372.0
25777,280002,1,2,Alexa PenaVega,Johnny Pacar,0,Casey La Scala,27671,Thriller,False,0,Thriller,en,The Remaining,"It’s the day the Earth exploded as trumpets blow and the wrath of God unleashes the four horsemen of the apocalypse. The first of a series of religious-slanted horror movies aimed at devout audiences, THE REMAINING is a surprisingly effective disaster shocker based on the Book of Revelations, produced by the makers of DONNIE DARKO and URBAN LEGEND. When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle. Scrambling for sanctuary and self-preservation while an army of nocturnal creatures they never knew existed unleashes epic destruction, they must understand what is happening around them, and why, to find a way to survive together in a new world order. Witness the birth of a new genre: horror containing spiritually rich content with faith-based appeal.",14.788837,Affirm Films,United States of America,2014-08-25,1169603.0,88.0,English,The Remaining,4.1,91.0
25818,25251,2,2,Jean-Paul Belmondo,Alain Delon,0,Jacques Deray,27720,Crime,False,0,Crime,fr,Borsalino,"In 1930 Marseilles two small-time crooks join forces when they meet brawling over a woman. Starting with fixed horse races and fights, they start to find themselves doing jobs for the local gangster bosses. When they decide to go into the business for themselves, their easy-going approach to crime starts to change.",4.471645,Paramount Pictures,France,1970-05-19,3.0,126.0,Français,Borsalino,6.7,25.0
25825,217708,2,1,Ingvar Eggert Sigurðsson,Charlotte Bøving,2,Benedikt Erlingsson,27728,Drama,False,10,Drama,is,Hross í oss,A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with terrible consequences.The fortunes of the people in the country through the horses' perception.,2.861451,Filmhuset Gruppen,Norway,2013-08-30,11.0,85.0,English,Of Horses and Men,6.9,26.0
25889,227719,0,1,Jonny Weston,Virginia Gardner,0,Dean Israelite,27815,Science Fiction,False,12000000,Science Fiction,en,Project Almanac,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control.",9.363482,Paramount Pictures,United States of America,2015-01-29,32248241.0,106.0,English,Project Almanac,6.4,953.0
25892,167073,1,2,Saoirse Ronan,Domhnall Gleeson,2,John Crowley,27819,Drama,False,11000000,Drama,en,Brooklyn,"In 1950s Ireland and New York, young Ellis Lacey has to choose between two men and two countries.",7.991613,Wildgaze Films,Canada,2015-10-20,62076141.0,111.0,English,Brooklyn,7.2,1235.0
25894,309298,2,0,Sam Rockwell,Jemaine Clement,2,Jared Hess,27821,Comedy,False,0,Comedy,en,Don Verdean,Biblical archaeologist Don Verdean is hired by a local church pastor to find faith-promoting relics in the Holy Land. But after a fruitless expedition he is forced to get creative in this comedy of faith and fraud.,2.789838,Lions Gate Films,United States of America,2015-12-01,31309.0,96.0,English,Don Verdean,4.1,44.0
25895,249688,2,2,Jason Segel,Jesse Eisenberg,0,James Ponsoldt,27822,Drama,False,0,Drama,en,The End of the Tour,"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",9.201378,A24,United States of America,2015-07-31,3002884.0,106.0,English,The End of the Tour,7.3,210.0
25900,310121,1,1,Blythe Danner,June Squibb,2,Brett Haley,27827,Drama,False,0,Drama,en,I'll See You in My Dreams,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",4.958676,Northern Lights Films,United States of America,2015-05-15,7449681.0,92.0,English,I'll See You in My Dreams,6.3,51.0
25902,309242,2,2,Ryan Reynolds,Ben Mendelsohn,2,Ryan Fleck,27829,Drama,False,0,Drama,en,Mississippi Grind,"Gerry is a talented but down-on-his-luck gambler whose fortunes begin to change when he meets Curtis, a younger, highly charismatic poker player.  The two strike up an immediate friendship and Gerry quickly persuades his new friend to accompany him on a road trip to a legendary high stakes poker game in New Orleans. As they make their way down the Mississippi River, Gerry and Curtis manage to find themselves in just about every bar, racetrack, casino, and pool hall they can find, experiencing both incredible highs and dispiriting lows, but ultimately forging a deep and genuine bond that will stay with them long after their adventure is over.",6.054981,Electric City Entertainment,United States of America,2015-07-04,130541.0,108.0,English,Mississippi Grind,5.9,137.0
25903,309245,1,1,Greta Gerwig,Lola Kirke,2,Noah Baumbach,27830,Comedy,False,0,Comedy,en,Mistress America,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes. Mistress America is a comedy about dream-chasing, score-settling, makeshift families, and cat-stealing.",6.969947,Fox Searchlight Pictures,Brazil,2015-08-14,2500431.0,84.0,English,Mistress America,6.4,200.0
25905,232572,2,2,Robert Redford,Nick Nolte,0,Ken Kwapis,27832,Adventure,False,8000000,Adventure,en,A Walk in the Woods,"After spending two decades in England, Bill Bryson returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends.",12.019571,Wildwood Enterprises,United States of America,2015-09-02,35991087.0,104.0,English,A Walk in the Woods,5.7,266.0
25906,245706,2,2,Jonah Hill,James Franco,0,Rupert Goold,27833,Crime,False,0,Crime,en,True Story,"A drama centered around the relationship between journalist Michael Finkel and Christian Longo, an FBI Most Wanted List murderer who for years lived outside the U.S. under Finkel's name.",7.87202,Plan B Entertainment,United States of America,2015-04-17,4719695.0,100.0,English,True Story,6.2,536.0
25908,288036,2,1,Jason Sudeikis,Alison Brie,0,Leslye Headland,27835,Comedy,False,0,Comedy,en,Sleeping with Other People,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done.",8.844452,Sidney Kimmel Entertainment,United States of America,2015-06-26,3214116.0,100.0,English,Sleeping with Other People,6.2,309.0
25911,319091,0,0,Andrea Pino,Annie Clark,2,Kirby Dick,27839,Documentary,False,0,Documentary,en,The Hunting Ground,"From the makers of The Invisible War comes a startling expose of rape crimes on US campuses, their institutional cover-ups, and the devastating toll they take on students and their families. Weaving together verite footage and first person testimonies, the film follows the lives of several undergraduate assault survivors as they attempt to pursue - despite incredible push back, harassment and traumatic aftermath - both their education and justice.",2.408677,Chain Camera Pictures,United States of America,2015-02-27,411115.0,103.0,English,The Hunting Ground,7.6,55.0
25917,283235,2,1,Andrew Garfield,Laura Dern,0,Ramin Bahrani,27854,Drama,False,8000000,Drama,en,99 Homes,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.",6.60913,Imagenation Abu Dhabi FZ,United States of America,2014-10-09,1411927.0,112.0,English,99 Homes,6.8,240.0
25919,251321,1,1,Jennifer Connelly,Mélanie Laurent,1,Claudia Llosa,27856,Drama,False,8000000,Drama,en,Aloft,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",3.851653,Arcadia Motion Pictures,France,2014-02-12,53086.0,112.0,Français,Aloft,5.1,41.0
25920,283330,0,2,Félix de Givry,Brady Corbet,0,Mia Hansen-Løve,27857,Drama,False,0,Drama,en,Eden,"Paul, a teenager in the underground scene of early-nineties Paris, forms a DJ collective with his friends and together they plunge into the nightlife of sex, drugs, and endless music.",10.919636,France 2 (FR2),France,2014-11-19,65460.0,131.0,English,Eden,5.7,45.0
25921,266082,0,0,Karidja Touré,Assa Sylla,1,Céline Sciamma,27858,Drama,False,0,Drama,fr,Bande de filles,"Oppressed by her family setting, dead-end school prospects and the boys law in the neighborhood, Marieme starts a new life after meeting a group of three free-spirited girls. She changes her name, her dress code, and quits school to be accepted in the gang, hoping that this will be a way to freedom.",4.220318,Canal+,France,2014-06-27,60765.0,112.0,Français,Girlhood,6.5,111.0
25923,308453,1,2,Melissa Rauch,Gary Cole,0,Bryan Buckley,27861,Drama,False,3500000,Drama,en,The Bronze,"In 2004, Hope Ann Greggory became an American hero after winning the bronze medal for the women's gymnastics team. Today, she's still living in her small hometown, washed-up and embittered. Stuck in the past, Hope must reassess her life when a promising young gymnast threatens her local celebrity status.",5.353826,Duplass Brothers Productions,United States of America,2016-01-22,615816.0,108.0,English,The Bronze,5.5,112.0
